NamID,vent,Akebiconcha.kawamurai,Alvinicaris.marimonte,Alviniconcha.adamantis,Alviniconcha.hessleri,Alvinocaris.brevitelsonis,Alvinocaris.dissimilis,Alvinocaris.longirostris,Amphisamytha.galapagensis,Ashinkailepas.seepiophila,Austinograea.williamsi,Bathyacmaea.tertia,Bathyacmaea.secunda,Bathymodiolus.brevior,Bathymodiolus.aduloides,Bathymodiolus.japonicus,Bathymodiolus.platifrons,Bathymodiolus.septemdierum,Branchinotogluma.burkensis,Branchinotogluma japonicus,Branchinotogluma.marianus,Branchinotogluma.trifurcus,Branchipolynoe.pettiboneae,Archivesica.magnocultellus,Calyptogena.kawamurai,Calyptogena.laubieri,Calyptogena.nankaiensis,Calyptogena.okutanii,Cantrainea.nuda,Cantrainea.jamsteci,Cirrothauma.murrayi,Desbruyeresia.chammaroensis,Desbruyeresia.marianensis,Desbruyeresia.melanioides,Deshayesiella.sirenkoi,Eosipho.desbruyeresi.nipponensis,Eunice.masudai,Eunice.northioidea,Gandalfus.yunohana,Gigantidas.horikoshii,Homalopoma.bicolor,Iheyaspira.lequios,Iheyomytilidicola.tridentatus,Laeviphitus.japonicus,Lamellibrachia.satsuma,Lebbeus.shinkaiae,Lebbeus.washingtonianus,Lepetodrilus.schrolli,Lepetodrilus.japonicus,Lepetodrilus.nux,Lepidonotopodium.minutum,Leptochiton.tenuidontus,Leucolepas.longa,Levensteiniella.raisae,Lurifax.japonicus,Margarites.ryukyuensis,Margarites.shinkai,Marianactis.bythios,Monilea.cocoa,Munidopsis.gracilis,Munidopsis.marianica,Munidopsis.myojinensis,Munidopsis.naginata,Munidopsis.lauensis,Munidopsis.longispinosa,Munidopsis.ryukyuensis,Mytilidiphila.enseiensis,Mytilidiphila.okinawaensis,Neoverruca.brachylepadoformis,Neoverruca.intermedia,Neptunea.acutispiralis,Neptunea.insularis.robusta,Nicomache.ohtai,Oenopota.ogasawarana,Oncaea.venusta,Opaepele.loihi,Pachydermia.cf.sculpta,Paraescarpia.echinospica,Paragiopagurus.ventilatus,Paralomis.multispina,Paralomis.jamsteci,Paralomis.verrilli,Paralvinella.unidentata,Paralvinella.hessleri,Periclimenes.cannaphilus,Phreagena.nankaiensis,Phreagena.okutanii,Phymorhynchus.wareni,Provanna.nassariaeformis,Provanna.clathrata,Provanna.lucida,Provanna.subglabra,Pseudorimula.marianae,Puncturella.rimaizenaensis,Puncturella.parvinobilis,Pyropelta.yamato,Pyropelta.ryukyuensis,Rimicaris.cf.variabilis,Rimicaris.falkorae,Rimicaris.vandoverae,Sericosura.cochleifovea,Shinkai.longipedata,Shinkai.semilonga,Shinkaia.crosnieri,Shinkaicaris.leurokolos,Shinkailepas.kaikatensis,Shinkailepas.myojinensis,Simenchelys.parasitica,Sirsoe.hessleri,Solemya.flava,Stylodactylus.major,Symmetromphalus.regularis,Symphurus.thermophilus,Thermochiton.undocostatus,Thermomya.sulcata,Ventsia.cf.tricarinata,Vulcanolepas.buckeridgei,Xenograpsus novaeinsularis,MGDS_FeatureID lowest in hierarchy,Vent Sites,Activity,Maximum Temperature,Max Temperature Category,Latitude,Longitude,Ocean,Region,National Jurisdiction,Maximum or Single Reported Depth,Minimum Depth,Tectonic setting,Full Spreading Rate (mm/a),Host Rock,Deposit Type,Notes on Vent Field Description,Notes Relevant to Biology,"Year and How Discovered (if active, visual confirmation is listed first)",Discovery References (text),Other References (text),Volcano Number,
Mokuyo Seamount,Mokuyo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IBM,NA,"active, confirmed",NA,Low,28.32,140.58,N. Pacific,Izu-Bonin Arc,Japan,1200,870,arc volcano,NA,NotProvided,"LTH, deposits not described","north of Chichijima Island, Shichito-Iwojima Ridge; diffuse, low-temperature hydrothermal vents in caldera of arc volcano","Mytilidae, shrimps, siboglinid tubeworms",1990 submersible Shinkai 2000,"[Hashimoto, J. and Fujikura, K., 1992. Vent communities at the Suiyo Seamount, Mokuyo Seamount and Nikko Seamount. In: Abstract Papers, the 8th symposium of Shinkai 2000 study JAMSTEC, pp. 48–51 (In Japanese).], [Nagaoka et al. (1992) Geology of Mokuyo Seamount, Doyo Seamount, and Suiyo Seamount in the Sitiyo Seamounts on the Ogasawara arc. Proc. JAMSTEC Symp. Deep-Sea Res. 8: 237-248 (In Japanese with English abstract).]","[Glasby, GP et al (2000) Submarine hydrothermal mineralization on the Izu-Bonin Arc, South of Japan: An overview. Marine Georesources & Geotechnology 18: 141-176.]",284094,1019
Myojin Knoll,Myojin,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,IBM,"Sunrise, Daimyojin, MK#10-2","active, confirmed",278,NA,32.1033,139.8683,N. Pacific,Izu-Bonin Arc,Japan,1360,1220,arc volcano,NA,"IAB, low-K andesite, dacite, rhyolithe","PMS, polymetallic sulfides in mineralized tuff","submarine volcano on Shichito-Iwojima Ridge; active hydrothermal vent on eastern caldera floor with vent chimneys up to 30m high, 278 deg C; large 400x400m polymetallic Kuroko-type sulfide deposit named ""Sunrise Deposit""; Neptune Minerals Plc, 21 Feb. 2007, applications by Neptune Minerals Japan Kabushiki Kaisha: ""Neptune's applications also cover the Myojin and Myojinsho Knolls, and the Suiyo and Kaikata Seamounts, all of which contain known SMS mineralisation.""","NT 13-05 cruise report includes Bathymodiolin mussels, polynoid worms, and crabs on ROV Hyper-Dolphin #1493",1996 submersible Shinkai 2000,"[Iizasa, K., et al. 1997. Sulfide chimneys and massive sulfides at Myojin Knoll caldera, Izu-Ogasawara arc. JAMSTEC J. Deep Sea Res. 13, pp. 443–456 (in Japanese with English abstract)], Iizasa, K et al. (1999) A Kuroko-type polymetallic sulfide deposit in a submarine silicic caldera. Science 283: 975-977.","[Iizasa, K et al (1997) Volcanic-hosted sulfide-barite deposit from the Kita-Bayonnaise submarine caldera, Izu-Ogasawara Arc, northwestern Pacific. Mar Georesour Geotechnol 15(1): 1-20], Tsunogai, U et al (2000) Carbon isotopic distribution of methane in deep-sea hydrothermal plume, Myojin Knoll Caldera, Izu-Bonin arc: implications for microbial methane oxidation in the oceans and applications to heat flux estimation. Geochim. Cosmochim. Acta 64: 2439-2452., Natsushima NT 13-05 cruise report (2013), accessed 20150423, http://www.godac.jamstec.go.jp/catalog/data/doc_catalog/media/NT13-05_all.pdf",284061,1029
Myojinsho Caldera,Myojinsho,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,IBM,RisingStar,"active, inferred",NA,NA,31.8833,139.95,N. Pacific,Izu-Bonin Arc,Japan,1110,850,arc volcano,NA,"IAB, low-K andesite, dacite, rhyolithe",PMS,"just east of Bayonnaise Rocks; Bayonnaise Rocks is barely exposed rim of largely submarine 9-km wide caldera; Myojin-sho is post-caldera lava dome on NE rim of this caldera; Iizasa et al. (1992): ""This is the first discovery of extensive base metal sulfide mineralization in a volcanic front environment;"" volcanically active in historical time; Carey and Sigurdsson (2007): ""The loss of the Japanese survey vessel Kaio-maru in 1952 from an eruption of the shallow Myojinsho volcano underlines the dangers of submarine eruptions that reach the surface""; Neptune Minerals Plc, 21 Feb. 2007, applications by Neptune Minerals Japan Kabushiki Kaisha: ""Neptune's applications also cover the Myojin and Myojinsho Knolls, and the Suiyo and Kaikata Seamounts, all of which contain known SMS mineralisation.""",NotProvided,1988 deposits only; 2005 plume only,"(deposits only) Iizasa, K., et al., Mineralogy and geochemistry of volcanogenic sulfides from the Myojinsho submarine caldera, the Shichito-Iwojima Ridge, Izu-Ogasawara Arc, northwestern Pacific. Mar. Geol., 108, 39-58, 1992, (plume only) Okamura, K., et al (2005) Hydrothermal plumes at the Myojinsho submarine caldera, the Shichito-Iwojima Ridge, Izu-Bonin Arc. American Geophysical Union, Fall Meeting 2005, abstract #V51C-1499, Watanabe, H., pers. comm., 2009: ""Dr. K. Iizasa in AIST conducted a cruise of R/V Natsushima and ROV HyperDolphin""","Fiske, R. et al. (1998) Tephra dispersal from Myojinsho, Japan, during its shallow submarine eruption of 1952–1953. Bull. Volcanology 59: 262-275, [Glasby, GP et al. (2000) Submarine hydrothermal mineralization on the Izu-Bonin Arc, South of Japan: An overview. Marine georesources & geotechnology 18: 141-176], Carey, S. and Sigurdsson, H. (2007) Exploring submarine arc volcanoes. Oceanography 20(4): 80-89.",284070,1030
Nikko volcano,Nikko,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Mariana,"Naraku, Varnum","active, confirmed",248,NA,23.0833,142.3333,N. Pacific,Mariana Arc,Japan,600,430,arc volcano,NA,andesite,NotProvided,"also reported as Izu-Bonin Arc; southeast end of ridge extending from Minami-Iwo-jima island, Izu Ogasawara Shoto; two large cones on NW and NE rims of 3-km diam. caldera with prominent southern rim; larger NW cone site of main hydrothermal plume; observed liquid sulfur pools at Naraku with ROV Hyper-Dolphin in 2005 (first time liquid sulfur ever observed on the seafloor), temperature > 200 C","siboglinid tubeworms, cynoglossid fish (tonguefish), bythograeid crabs, stalked barnacles, only dead mussel shells as of Kojima (2002) review; relatively high density of chemosynthetic life for a seafloor volcano (NOAA cruise report 2006)",1992 submersible Shinkai 6500; 1979 first observed discolored water above the seamount,"[HASHIMOTO J. and K. FUJIKURA (1992) Vent communities at the Suiyo Seamount, Mokuyo Seamount and Nikko Seamount. Abstract Papers, the 8th symposium of Shinkai 2000 study, JAMSTEC, 48-51 (In Japanese)].","Kojima (2002) Deep-Sea Chemoautosynthesis-Based Communities in the Northwestern Pacific. Journal of Oceanography 58: 343-363, Embley, R et al (2004) Explorations of Mariana Arc volcanoes reveal new hydrothermal systems. EOS, Trans. AGU 85(4): 37, 40, NOAA ""Submarine Ring of Fire"" cruise report (2006): http://oceanexplorer.noaa.gov/explorations/06fire/logs/summary/media/srof06_cruisereport_final.pdf, Embley, RW et al. (2007) Exploring the submarine ring of fire Mariana Arc - Western Pacific. Oceanography 20(4): 68-79.",284132,1051
"North Knoll, Iheya Ridge",IheyaNorth,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,"Iheya North Original [contains North Big Chimney (= NBC, C0016), South Big Chimney (= SBC)], Iheya North Natsu (contains Yarigatake Chimney), Iheya North Aki (contains Ikinari Chimney, Furikaeri Chimney, Table Mountain, Kagamimochi)","active, confirmed",317,NA,27.7908,126.8966,N. Pacific,Okinawa Trough,Japan,1100,970,back-arc spreading center,28.2,"basalt, high-K andesite, dacite",NotProvided,"position in database is for NBC at Iheya North Original; for assessment after the 2010 IODP drilling, see Kawagucci et al. (2013) and Nakajima et al. (2015); on cruise KY14-01 with ROV Hyper-dolphin in 2014, two new vent clusters - Iheya North Natsu and Iheya North Aki - were confirmed south of the Iheya North Original field. Here, we call these 'vent clusters' rather than creating new 'vent fields' in this database because the cruise report says: ""These three hydrothermal fields likely had common [sub-seafloor] hydrothermal fluid sources such as sub-seafloor hydrothermal fluid reservoir and whole hydrothermal fluid flow paths. This implied that Iheya North Original, Natsu and Aki fields comprised one gigantic hydrothermal system (>3 km horizontal extension at the seafloor events).""; Ikinari Chimney at 317 C was boiling in 2014: ""was the highest temperature of hydrothermal fluid ever recorded in the Iheya North Knoll.""; Neptune Minerals Plc, 21 Feb. 2007, applications by Neptune Minerals Japan Kabushiki Kaisha: ""Neptune's applications also cover the Minami-Ensei Knoll and Iheya North areas, both of which contain known SMS mineralisation.""; JAMSTEC YouTube video, accessed 23 Apr. 2015: https://www.youtube.com/watch?v=djLBbe17OPU&feature=em-share_video_user","Yamamoto et al. (1999): ""... included some obligate species of chemosynthetic communities, Vestimentifera, Bathymodiolus and Calyptogena, which have chemosynthetic symbiont bacteria. Many of other species (two limpets, Provanna sp., three species of Polynoidae and Alvinocaris sp.) were thought to be obligate to chemosynthetic communities""; cruise KY14-01: two types of mussels with ""huge"" biomass near Kagamimochi; for megabenthos including the galatheid crab Shinkaia crosnieri after the 2010 IODP drilling, see Nakajima et al. (2015)",1995 deep tow survey,"[Chiba et al. (1996) Seafloor hydrothermal systems at North Knoll, Iheya Ridge, Okinawa Trough. JAMSTEC Journal of Deep Sea Research 12: 211-219].","Yamamoto et al. (1999) Chemosynthetic community at North Knoll, Iheya Ridge, Okinawa Trough.  JAMSTEC J DSR 15: 19-24, Kataoka et al. (2000) Topography and fluid geochemistry of the Iheya North Knoll seafloor hydrothermal system in the Okinawa Trough. JAMSTEC Journal of Deep Sea Research 16: 1-7, Yamanaka, T. and Sakata, S. (2004) Abundance and distribution of fatty acids in hydrothermal vent sediments of the western Pacific Ocean. Org. Geochem. 35: 573-582., Masaki, Y. et al (2011). Hydrothermal regime of the Iheya-North hydrothermal field inferred from surface heat flow data and IODP Expedition 331 drilling results. Poster abstract B51G-0478 presented at the American Geophysical Union 2011 fall meeting, December 5–9, 2011, San Francisco, CA., Kawagucci S., et al. (2013), Post-drilling changes in fluid discharge pattern, mineral deposition, and fluid chemistry in the Iheya North hydrothermal field, Okinawa Trough, Geochem. Geophys. Geosyst., 14, 4774–4790, doi:10.1002/2013GC004895., cruise KY14-01 report, available from JAMSTEC GODAC database, Nakajima R, Yamamoto H, Kawagucci S, Takaya Y, Nozaki T, et al. (2015) Post-Drilling Changes in Seabed Landscape and Megabenthos in a Deep-Sea Hydrothermal System, the Iheya North Field, Okinawa Trough. PLoS ONE 10(4): e0123095. doi:10.1371/journal.pone.0123095.",NA,1059
Northwest Eifuku,Eifuku,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mariana,"Champagne, Cliff House, More Mussels, Top Towers, Near Fouling, Fouling Heights, Sulphur Spicules, Bacterial Balls, Floc, Ice Cream, Ice Fall, Ice Sheet, Mussel Mound, Walter Grenade","active, confirmed",105,NA,21.485,144.043,N. Pacific,Mariana Arc,United States  :  Northern Mariana Islands and Guam,1604,1573,arc volcano,NA,basalt-hosted,NotProvided,"liquid CO2 from white smokers, temperature 105 C; ""first observation of liquid CO2 emission from a bare-rock basaltic system in an active magmatic arc setting""; http://www.oceanexplorer.noaa.gov/explorations/06fire/background/chemistry/chemistry.html; located within U.S. Marianas Trench Marine National Monument (http://www.fws.gov/marianastrenchmarinemonument/)","mussels, shrimp, microbial mats (http://www.pmel.noaa.gov/vents/marianas/rof2006/eifuku06.html)",2004 ROV ROPOS; 2003 plume only,"Lupton, J. et al. (2004) Liquid Carbon Dioxide Venting at the Champagne Hydrothermal Site, NW Eifuku Volcano, Mariana Arc. American Geophysical Union, Fall Meeting 2004, abstract #V43F-08, (plume only) Embley, R et al (2004) Explorations of Mariana Arc volcanoes reveal new hydrothermal systems. EOS, Trans. AGU 85(4): 37, 40.","Embley, RW et al. (2007) Exploring the submarine ring of fire Mariana Arc - Western Pacific. Oceanography 20(4): 68-79.",284136,1061
Northwest Rota-1 volcano,Rota,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NW_Rota-1,"Brimstone Pit, Iceberg, Cnidaria Area, Dark Sands, Eastern Fault, Fault Shrimp, Flank Vent, Gastros, High Flow, Loose Sands, Pit Edge, Scarp Top, Shimmering Sands, Shrimp's Peak, Snowcone, White Mat, Yellow Top","active, confirmed",257,NA,14.601,144.775,N. Pacific,Mariana Arc,United States  :  Northern Mariana Islands and Guam,599,516,arc volcano,NA,basalt to basaltic andesites,NotProvided,"southern Mariana Arc; Brimstone Pit (eruption observed 2004, 2005, 2006, 2009); eruption plastered the ROV with molten sulfur; blog and videos from 2009 cruise: http://nwrota2009.blogspot.com/2009/04/fire-and-brimstone.html; Butterfield et al. (2007): ""The hydrothermal system at NW Rota-1 represents a direct connection to a sub-seafloor magma body, and is one of the only known sites in the world where we can directly sample the solid, liquid and gaseous products of a submarine magmatic hydrothermal system. Fluids (30 to 260 deg C) sampled directly from an eruptive vent have pH as low as 1.0, with a high content of particulate sulfur, excess sulfurous and sulfuric acid, and very low H2S content.""",shrimp (http://oceanexplorer.noaa.gov/explorations/06fire/background/biology/biology.html),2004 ROV ROPOS; 2003 plume only,"(plume only): Embley, R et al (2004) Explorations of Mariana Arc volcanoes reveal new hydrothermal systems. EOS, Trans. AGU 85(4): 37, 40, (ROV) Embley, R et al (2006) Long-term eruptive activity at a submarine arc volcano. Nature 441: 494-497.","Embley, RW et al. (2007) Exploring the submarine ring of fire Mariana Arc - Western Pacific. Oceanography 20(4): 68-79, Butterfield, D. et al. (2007) Sulfur Lakes and Sulfur-rich Volcanic Hydrothermal Systems on the Mariana Arc. Eos Trans. AGU, 88(52), Fall Meet. Suppl., Abstract V34B-03.",284211,1062
Omuro Hole,Omuro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,IBM,NA,"active, confirmed",194,NA,34.5467,139.4417,N. Pacific,Izu-Bonin Arc,Japan,200,NA,arc volcano,NA,NotProvided,NotProvided,"JAMSTEC press release (2012): ""submarine rhyolitic Omurodashi volcano located south of Izu-Oshima, Tokyo Metropolis"", ""zone of continuous submarine hydrothermal activity in the crater-like depression (Omura hole) at the center of the volcano"", ""Hydrothermal deposits generated by this activity, including chimneys of metal sulfides that built up around the hydrothermal vents, were successfully collected""; ROV Hyper-Dolphin #1492, ROV Hyper-Dolphin #1497","NT 13-05 cruise report: crabs Xenograpsus, limpets, tubeworms Lamellibrachia satsuma",2012 ROV Hyper-Dolphin,"JAMSTEC press release, October 11, 2012, First discovery of submarine volcanic activity at Omurodashi, south of Izu-Oshima, accessed 23 April 2015, http://www.jamstec.go.jp/e/about/press_release/20121011/","Natsushima NT 13-05 cruise report (2013), accessed 23 April 2015, http://www.godac.jamstec.go.jp/catalog/data/doc_catalog/media/NT13-05_all.pdf.",NA,1278
Pika,Pika,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Mariana,"Archaean (= Archean), Pika, Urashima","active, confirmed",343,NA,12.9183,143.6483,N. Pacific,Mariana Trough,United States  :  Northern Mariana Islands and Guam,2990,2830,back-arc spreading center,51.3,basalt-hosted,NotProvided,"off-axis (from Snail vent field), southern Mariana Trough; the position listed in this database is for Pika Site (12_55.1'N, 143_38.9'E, 2830m) with maximum temperature 330 deg C on a volcano 5 km off-axis to east; Urashima site is near Pika; Archaean site (12_56.35'N, 143_38.0'E, 2990m) has maximum temperature 343 deg C about 2 km off-axis to east; Baker et al. (2005): ""Plumes between 12 55' and 12 58'N rose ~200 m, with the maximum NTU and Eh anomalies centered between 2700 and 2750 m""; Archaean and Pika are included in the U.S. Marianas Trench Marine National Monument; WHOI YouTube video accessed 24 April 2015, https://www.youtube.com/watch?v=wxWUw_FGnJo&list=PL1CGd4Scv4GJsaaFRzItk-btFI757bH8f&index=4",see list of species in Kojima and Watanabe (2015),2003 submersible Shinkai 6500; 2003 plume only,"Ishibashi, et al. (2004) Geochemistry of hydrothermal fluids in South Mariana Backarc Spreading Center. AGU Fall Meeting abstract #V44A-05, (plume only) Baker, E.T. et al. (2005) Hydrothermal activity on near-arc sections of back-arc ridges: results from the Mariana Trough and Lau Basin. Geochem. Geophys. Geosyst. 6: Q09001, doi:10.1029/2005GC000948.","Kakegawa et al. (2008) Geochemistry of sulfide chimneys and basement pillow lavas at the southern Mariana Trough (12.55 N - 12.58 N). Resource Geology 58: 249-266., Kojima, S., and Watanabe, H. (2015) Vent fauna in the Mariana Trough. Chap. 25 in Subseafloor Biosphere Linked to Hydrothermal Systems, eds. Ishibashi, J., et al., doi:10.1007/978-4-431-54865-2_25.",NA,1078
Sakai,Sakai,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,"Clam field (= Clam Site) (includes Calyptogena site and Pyramid chimney), Hitoshi, Noho (?)  (= pNoho)","active, confirmed",338,High,27.5481,126.9895,N. Pacific,Okinawa Trough,Japan,1600,1300,back-arc spreading center,28.8,"basalt, high-K andesite, dacite, sediment",NotProvided,"Sakai field includes Clam, Hitoshi, and Noho (?) (direction: N to S & shallower to deeper); position in database and max temp 280 C at Hitoshi site 27°32.886'N, 126°59.371'E (Cruise Report NT15-13, 2015); maximum temperature 338 C for pNoho on ROV Hyper-Dolphin Dive 1772 in Miyazaki et al. (2017); for Clam site: Ishibashi et al. (2015): ""temperature was recorded as 220 C in 1988. Venting was ceased in 1990, and since then, dive studies have not been conducted in this field""; Calyptogena site did not have shimmering water, Pyramid site 200 m N of Calyptogena had clear smokers 100-220 C;","Calyptogena okutanii, Neolepas-type scalpellid barnacles, tubeworms; fauna less abundant at Pyramid than Calyptogena",1988 submersible Shinkai 2000; 1987 plume only,"[Tanaka et al. (1989) Shinkai 2000 diving surveys in the east of Iheya Small Ridge of the central Okinawa Trough. JAMSTECR Deep-Sea Res. 267-281 (in Japanese with English abstract)];, (plume only) Ishibashi et al. (1988) Geochemical evidence for hydrothermal activity in the Okinawa Trough. Geochemical Journal 22: 107-114;","Ohta, S. and Kim, D. (2001) Submersible Observations of the Hydrothermal Vent Communities on the Iheya Ridge, Mid Okinawa Trough, Japan. J. Oceanogr. 57: 663-677;, Halbach et al., Econ. Geol., 88, 2210-2225, 1993;, Ishibashi, J., et al. (2015) Hydrothermal Activity in the Okinawa Trough Back-Arc Basin: Geological Background and Hydrothermal Mineralization. pp. 337-359 in Ishibashi, J. et al. (eds) Subseafloor Biosphere Linked to Hydrothermal Systems. Springer. doi:10.1007/978-4-431-54865-2_27;, R/V Natsushima & ROV Hyperdolphin Cruise Report NT15-13, 2015 Summer Tour of deep-sea hydrothermal ventfields in mid Okinawa Trough and investigation of their geochemical and (micro)biological diversity, July 27, 2015 from Kumamoto –  August 6, 2015 to Kagoshima, Japan Agency f or Marine-Earth Science and Technology (JAMSTEC), http://www.godac.jamstec.go.jp/catalog/data/doc_catalog/media/NT15-13_all.pdf (accessed on: 2019/03/20);, Miyazaki, J., et al. (2017) WHATS-3: An Improved Flow-Through Multi-bottle Fluid Sampler for Deep-Sea Geofluid Research. Front. Earth Sci., 5, https://doi.org/10.3389/feart.2017.00045;, Nakamura, K., et al. (2015) Water column imaging with multibeam echo-sounding in the mid-Okinawa Trough: Implications for distribution of deep-sea hydrothermal vent sites and the cause of acoustic water column anomaly. Geochem. J., 49,  https://doi.org/10.2343/geochemj.2.0387;",NA,869
